accent,text,old_id,new_id,status,corr,recheck
uk,ahead of,n00023,t213ab4bb221991c4,MISMATCH,0.1786,0.0937
uk,ai,kb0028,t5f3f897c76800a23,MISMATCH,0.3303,0.1225
uk,aid,kb0029,tebb6537ce864d5bb,MISMATCH,0.7823,0.1931
uk,aim,ox-g9u12e0954,tb46b8500aa48ad19,same,0.9839,
uk,air,g3u13e4086,t4485b705aa997013,same,1.0,
uk,air conditioner,n00024,t4d5387dd49058f62,MISMATCH,0.178,0.0637
uk,airline,ox-g8u12e0832,t52ff9ebf67edc253,same,0.9793,
uk,airplane,ra-g9u27e1935,t6a0e82e07db57d5d,same,1.0,
uk,airport,ox-g5u2e0411,tdfb679aa02ab5976,same,0.9214,
uk,alarm,kb0030,t7043271417b9d38d,same,0.9796,
uk,alarm clock,n00025,t1048263d5914ddb1,MISMATCH,0.2922,0.0698
uk,album,wy-g9u9e0928,t73350440eea2eb52,same,0.9982,
uk,alexander garden,n00026,t3b7c9b800bfb667c,MISMATCH,0.088,0.0446
uk,alice,n00027,t4deaec0cce54da89,MISMATCH,0.2866,0.1356
uk,alice's adventures in wonderland,n00028,t941f5046f4063255,MISMATCH,0.0996,0.0808
uk,alien,n00029,t136cce50541be72e,MISMATCH,0.2167,0.0949
uk,alike,n00030,t1e17dad79164f184,MISMATCH,0.1615,0.1049
uk,alive,n00031,t78bc8eb49297edbe,MISMATCH,0.2167,0.0821
uk,all,kb0031,t4719f2ee485b365b,same,0.9923,
uk,all around,wy-g3u4e0334,td6f44312728d8259,same,1.0,
uk,all of a sudden,n00032,t3981b0dc9578b0d0,MISMATCH,0.0346,0.0811
uk,all over,n00033,t7896e4f30a96277f,MISMATCH,0.2468,0.065
uk,all right,g7u4e5323,tb35a9ff3ce403407,MISMATCH,0.1572,0.0985
uk,all smiles,n00034,t2a16ee82855b1fff,MISMATCH,0.1082,0.1238
uk,all work and no play makes jack a dull boy.,n00035,tf8d07dc2f4ffe7b6,same,1.0,
uk,all year round,wy-g4u4e0723,t5e420e78ce4f3bcb,same,1.0,
uk,all's well that ends well.,n00036,t56ddc85aa8b39f47,MISMATCH,0.079,0.081
uk,allen,n00037,t3fc8f6fbc81a68ec,MISMATCH,0.129,0.2035
uk,allergic,n00038,te82e6291de0b8201,MISMATCH,0.1197,0.0848
uk,allow,g9u7e0642,tee784cdaf3992ce0,same,0.9973,
uk,almost,kb0032,td6001158a61a2bfd,MISMATCH,0.8363,0.0826
uk,alone,wy-g9u4e0871,t0be9b284d92f7203,same,0.999,
uk,along,kb0033,tb12cbe5975722242,same,0.9986,
uk,along with,n00039,t69ff62b22a5ef87c,MISMATCH,0.037,0.055
uk,along with sb / sth,n00040,tb699878c7562031e,MISMATCH,0.0674,0.0605
uk,aloud,kb0034,t1858d98bc1dd8b22,MISMATCH,0.4003,0.0708
uk,already,kb0035,t9e6c52fbb8a08df3,same,0.999,
uk,also,kb0036,tda13024d69bd7a20,same,0.9765,
uk,although,kb0037,tececdebdc07d54c7,same,0.9991,
uk,always,kb0038,t7e119961d1e64a1c,same,0.9948,
uk,am,wy-g1u1e0005,t4e009b6edfa49c0a,MISMATCH,0.2844,0.0907
uk,am i supposed to wear jeans?,n00042,tcab289fd2484e834,same,1.0,
uk,amaze,wy-g9u1e2324,t8590a1c24bf4fcea,same,1.0,
uk,amazed,ra-g8u22e1706,t527d3cd4e54fb84f,same,1.0,
uk,amazing,ox-g7u6e0659,tb69b5e039f6a4271,same,0.9573,
uk,amber,wy-g8u11e2246,t4d3726efe1a84385,same,1.0,
uk,ambition,ox-g7u5e0649,t94dce437dce46b25,MISMATCH,0.8883,0.0709
uk,america,wy-g6u3e0528,t865237b14baf030f,same,0.9846,
uk,american,n00043,tc4dc9daa7808ffce,MISMATCH,0.1059,0.0578
uk,among,kb0039,td704c4d200a9d2bf,same,0.9861,
uk,amount,ra-g8u20e1590,t4d7dd47091a33e83,same,1.0,
uk,amusement,ra-g9u25e1845,tf949d6b1bce926c5,same,1.0,
uk,an,kb0040,t3ee35cc7a52a8ae2,same,0.9975,
uk,ancestor,ox-g9u9e0923,t9c1a66e98489ead2,MISMATCH,0.4713,0.0416
uk,ancient,ox-g9u9e0930,tc6e213fd0b20a12a,same,0.9887,
uk,and,wy-g1u6e0074,t2f5d587a55864323,same,1.0,
uk,and enjoy mooncakes.,n00044,t3cf0cb1e87c7d5e5,same,1.0,
uk,and we have to finish our project by monday.,n00045,t7d56834b23ef9780,same,1.0,
uk,angel,n00046,t001c98a9385133d2,MISMATCH,0.329,0.0434
uk,anger,n00047,ta5d0bc7a2cb42a26,MISMATCH,0.0528,0.0992
uk,angry,g6u6e0293,tf5a5b0da04596286,same,0.9793,
uk,animal,g3u13e4087,t5a7d578b3debc00c,same,1.0,
uk,animation,g16u5e6243,tf3eb51a4a309fc83,MISMATCH,0.1293,0.0375
uk,anna,n00048,td04474cc4b844a8c,MISMATCH,0.133,0.1162
uk,anne,n00049,t5910a4102293bda2,MISMATCH,0.4024,0.1424
uk,announce,n00050,t1c00887e2899f7ef,MISMATCH,0.3613,0.0751
uk,another,kb0041,t7f0ccfdaf44f4079,same,0.9842,
uk,answer,kb0042,tc32a7b38f9515682,same,0.9769,
uk,ant,kb0043,t76b7fd5c41281d8a,MISMATCH,0.3007,0.0872
uk,antarctica,n00051,t762f7fb2738095c6,MISMATCH,0.0558,0.0462
uk,any,kb0044,t9eab7e136447f8df,same,0.9396,
uk,anybody,g9u8e0656,t2d19d3d0fc9a9bda,same,0.9798,
uk,anymore,ra-g8u16e1300,t18e897e8d3fbd6f3,same,1.0,
uk,anyone,g8u1e0467,t3a9b823151fd41da,same,0.9813,
uk,anything,g8u1e0466,t0061511f4d1f05f4,same,0.9722,
uk,anytime,ra-g8u14e1122,td2773544ca739842,same,1.0,
uk,anyway,kb0045,tf831f4340e75903d,same,0.9786,
uk,anywhere,kb0046,tfc974780f9da24b1,same,0.9832,
uk,apartment,ox-g6u1e0510,t24042ecedbaff961,same,0.9615,
uk,apologize,n00052,tb883328f1ac569d3,same,1.0,
uk,app,kb0047,tcf78df9a35bd0126,same,0.9935,
uk,appear,kb0048,t04cd3ae9b7c61a61,same,0.9966,
uk,appearance,n00053,t2f768ff6d144f905,MISMATCH,0.2877,0.0757
uk,apple,ox-g1u8e0055,t960eb5a047f5aedf,same,1.0,
uk,appointment,ra-g9u29e2033,t921fccb5b9ba4367,same,1.0,
uk,april,g3u6e3978,t7d3a06078d183298,same,1.0,
uk,arab,ra-g9u32e2194,t9584a8d98ad56ea8,MISMATCH,0.0564,0.1648
uk,arabic,ra-g9u28e1979,tf6d57fb2f2257aa8,same,1.0,
uk,archaeologist,wy-g9u3e2398,t867a10c14ee1dbb4,same,1.0,
uk,are,wy-g1u9e0102,tc383a9a8a5b52f5e,same,1.0,
uk,are there any aliens?,n00054,t4981a3feb16409e8,same,1.0,
uk,are there any famous mountains in the nature park?,n00055,t2888c4679e90c681,same,1.0,
uk,are these all ours?,n00056,t3127737b6cb7593f,MISMATCH,0.1008,0.0466
uk,are you all right?,n00057,t802004f653407a15,MISMATCH,0.1092,0.0578
uk,are your shirts made of cotton?,n00058,t30949509446acbcb,same,1.0,
uk,area,wy-g8u2e0740,t850230d76719ce67,same,0.9744,
uk,argentina,n00059,t2f192810bfa0b0f8,MISMATCH,0.017,0.0598
uk,argue,wy-g9u4e0874,tc5e38620635d74d1,same,0.999,
uk,argue with sb,n00060,tc661f06b94f43fcc,MISMATCH,0.1496,0.0838
uk,argument,ra-g9u38e2381,t6b63ba30826d9ae9,same,1.0,
uk,arm,g3u2e3909,t00a688dbb65035a8,same,1.0,
uk,army,kb0049,t3cb5647919db7806,same,0.9839,
uk,around,kb0050,t374b6073088e21ca,same,0.9973,
uk,around the world in eighty days,n00061,t3206e6a49030d250,MISMATCH,0.099,0.0301
uk,arrival,ox-g8u12e0837,t8f23ba65992e946e,same,0.9812,
uk,arrive,kb0051,t57cfc508d6a3a135,same,0.9993,
uk,art,g3u7e3997,tb97d1af957de28e2,same,1.0,
uk,art gallery,g6u8e4317,t6e1f0d0cc295e131,same,1.0,
uk,art room,g4u7e0068,tc4dd420f6cf517ba,MISMATCH,0.0332,0.1256
uk,article,g8u6e0516,t03345bf399dc498f,same,0.9964,
uk,artist,g8u6e0513,t2ad756ab905615f5,MISMATCH,0.7954,0.0679
uk,artwork,n00062,t0ee70b0e8a007072,MISMATCH,0.2859,0.0999
uk,as,kb0052,t983c48dca5e42ebb,same,0.9877,
uk,as ... as ...,n00063,t806acae1d66aafa8,MISMATCH,0.0582,0.0786
uk,as a result,ra-g9u5e0711,tc2610e3b38b5bcf8,same,0.9815,
uk,as dead as a dodo,wy-g7u6e1466,t7cc4cee26ee2065b,same,1.0,
uk,as happy as a clam,wy-g7u6e1481,t369f7f399188d7c2,same,1.0,
uk,"as i was waiting in line with the other office workers, i heard a loud sound.",n00064,t396141960ae6acfe,same,1.0,
uk,as is known to all,ra-g9u35e2296,tf93bfc0980309d51,same,1.0,
uk,as long as,n00065,tdeb171ed294a4047,MISMATCH,0.0419,0.0545
uk,as soon as,n00066,t893cdee3e74b8a66,MISMATCH,0.0765,0.0457
uk,as well,n00067,t40494a4e1fba730c,MISMATCH,0.1487,0.082
uk,ash,wy-g8u6e2072,ta022a22c1a1a6a37,same,1.0,
uk,ashamed,wy-g8u3e1882,t2eb43fdb312d8362,same,1.0,
uk,asian,n00068,t0bb90330d88eb31c,MISMATCH,0.393,0.0632
uk,asimov,n00069,tbd73b36c5dda6a42,MISMATCH,0.1628,0.0685
uk,ask,kb0053,t74de030776885fae,same,0.9894,
uk,asleep,kb0054,t9439ba6fffb8b341,MISMATCH,0.6391,0.0444
uk,assistant,g11u4e7172,t86f406172abe09d7,same,1.0,
uk,asteroid,ra-g8u18e1403,tc46f477ecbb830c9,same,1.0,
uk,astronaut,ox-g8u6e0772,t5970d84cc67f9bed,MISMATCH,0.7854,0.0662
uk,at,g3u13e4088,tb10a7e0aefeb48db,same,1.0,
uk,at all costs,n00070,t66347cb6fab9be71,MISMATCH,0.0617,0.0835
uk,at first,n00071,te52989122d5ddded,MISMATCH,0.1777,0.0833
uk,at home,n00072,tb569691c2bcef680,MISMATCH,0.1631,0.1142
uk,at least,g8u2e0478,tefa1f9af3c1e4a9a,MISMATCH,0.1083,0.096
uk,at night,n00073,te6a6911c91293cb0,same,1.0,
uk,"at night, we can see the moon and the stars.",n00074,t72ede8c5d221d67c,same,1.0,
uk,at present,ra-g9u36e2338,t2d12c0f5f7e30a62,same,1.0,
uk,at school,n00075,t8a0eb026f1fbabda,MISMATCH,0.3716,0.0911
uk,at the back,g7u2e4408,te192b6f2d9773ea6,same,1.0,
uk,at the back (of),n00076,t80504bce03b0a413,MISMATCH,0.0954,0.0925
uk,at the end,n00077,t3f2c69c5e2409a74,MISMATCH,0.1358,0.0508
uk,at the moment,n00078,te56989386c1f314b,MISMATCH,0.0424,0.0614
uk,at the same time,n00079,t42f38aa23b8f8e36,MISMATCH,0.0658,0.0639
uk,at the start,n00080,tcee95444795bdb86,MISMATCH,0.1586,0.1144
uk,at the top,n00081,t517b9d526fbc3588,MISMATCH,0.1613,0.0859
uk,at the top of,n00082,t3ab6ec576ddcfede,MISMATCH,0.1936,0.1106
uk,at weekends,n00083,te0a1975b38c95e55,MISMATCH,0.0759,0.0524
uk,ate,n00084,tc9bb60ce9691b76a,MISMATCH,0.12,0.1763
uk,athlete,ox-g6u7e0566,ta551fa9305a4d301,same,0.9518,
uk,attack,kb0056,t112f0a08a04f6a1a,same,0.9785,
uk,attend,g9u8e0654,ta1584bde6daacb70,same,0.9179,
uk,attention,kb0057,t95189426c5133f9c,MISMATCH,-0.0708,0.0522
uk,attitude,ox-g8u8e0797,t130dd9ad11a31cf6,same,0.9065,
uk,attract,ox-g7u12e0713,t664a5e4e17d9b26a,same,0.9804,
uk,attraction,ra-g9u31e2130,t6099a6e93baa14a2,same,1.0,
uk,au revoir,n00085,t3c012e60d638acd8,MISMATCH,0.0875,0.0414
uk,audience,ra-g8u24e0634,t3236d890024acb5a,MISMATCH,0.8038,0.0482
uk,august,g3u6e3982,tddb5c6f133be8ddb,MISMATCH,0.0403,0.0776
uk,auld lang syne,n00087,te851856265a58adc,MISMATCH,0.0977,0.0614
uk,aunt,g3u10e4034,t6bbea3a373daf65d,same,1.0,
uk,australia,wy-g9u8e0911,td25806f686d2df39,same,0.9899,
uk,australian,n00088,t1f86e9012090d0f1,MISMATCH,0.0921,0.0525
uk,author,g9u8e0652,t6bd392b67707e55d,same,0.9891,
uk,autopilot,wy-g8u7e2138,tcf78c501d9a5de77,same,1.0,
uk,autumn,ox-g2u7e0110,tf9e7c5df4dbbda8b,same,1.0,
uk,average,ox-g8u4e0758,t309fd44bd4b6b4b7,MISMATCH,-0.2743,0.1036
uk,avoid,kb0058,t03d3608ee251d523,same,0.9985,
uk,awake,kb0059,t1f894f419be7bcf5,same,0.9979,
uk,award,kb0060,t56809b51f43b6661,same,0.9923,
uk,aware,kb0061,t6d1c9f6ad4291bc3,same,0.9786,
uk,awareness,ra-g9u25e1865,te67f8e60401c50be,same,1.0,
uk,away,kb0062,tde4205f5e4b14773,same,0.998,
uk,awful,kb0063,t8390ffcdc0ff6323,same,0.9993,
uk,b.c.,ra-g9u32e2144,t7d122ee8b37a42d2,MISMATCH,0.1676,0.0382
uk,baby,wy-g2u5e0179,tacc6aa20744bf478,same,1.0,
uk,back,g3u13e4089,t55e581b44d1568a2,same,1.0,
uk,backache,n00089,t4f6b93af1bcc9c07,MISMATCH,0.2424,0.0977
uk,background,kb0065,t65c0f1c35426c8cd,same,0.9795,
uk,backpack,g9u12e0692,tfeef618023f30bb7,same,0.9957,
uk,backwards,ra-g9u33e2237,t193c13e663d7dab5,same,1.0,
uk,bacon,g12u4e7240,tc61e5869af541df4,same,1.0,
uk,bad,g3u2e3916,ta7e04811f6f31c53,MISMATCH,0.2243,0.1108
uk,badal,n00090,t27a8eb4593f126dd,MISMATCH,0.2544,0.0953
uk,badly,n00091,tf418da99d7c79b29,MISMATCH,0.1163,0.1256
uk,badminton,g6u10e0334,t3bcd67a447c26da3,same,0.9968,
uk,bag,g3u13e4090,t1fe7d6fdc60bd837,same,1.0,
uk,bake,ra-g8u20e0578,t6fea997f620d8b5e,MISMATCH,-0.2775,0.143
uk,baker,n00092,tcb0b6dd78465b104,MISMATCH,0.2202,0.0903
uk,balance,ox-g8u2e0731,tcf268225c5a63548,MISMATCH,0.7507,0.1014
uk,balanced,ox-g6u2e0512,taa915a1658ba4b1d,same,0.9844,
uk,balcony,ox-g7u2e0613,td3cfc4a16a04e862,same,0.9814,
uk,ball,ox-g2u4e0091,t4ed02490d1a2c2c4,same,1.0,
uk,ballet,ra-g7u20e0265,tff31130518093684,same,0.9723,
uk,balloon,wy-g1u10e0120,t9756c9732d6680b5,same,1.0,
uk,bamboo,wy-g6u3e0522,t7c2bed380aa85ce3,same,0.9863,
uk,banana,ox-g1u8e0059,t606b5f37a909e73b,same,1.0,
uk,band,kb0068,t9660ea725fd15b2e,same,0.9962,
uk,bank,ox-g3u3e0224,t2865e77312c163a1,same,0.9949,
uk,banker,n00093,t5f575993110f91ca,MISMATCH,0.2414,0.0481
uk,banking,ra-g8u22e1677,t53f175a88c41c297,same,1.0,
uk,bar,wy-g5u1e0913,t5602a89595755b9e,same,1.0,
uk,barbecue,g11u3e7139,tf9576328cd85028d,MISMATCH,0.1339,0.0631
uk,barber,wy-g7u7e1520,tf640100f863e946a,same,1.0,
uk,bark,n00094,t6b2237be97554565,MISMATCH,0.2999,0.1212
uk,base,n00095,tec28e577c89bb42d,MISMATCH,0.2894,0.1125
uk,base camp,wy-g8u8e2196,tc0a149a51ad932eb,same,1.0,
uk,base sth on sth,n00096,t569d678cf71f9046,MISMATCH,0.0884,0.0369
uk,baseball,g7u5e0385,tb67154787f73c24d,MISMATCH,0.8245,0.1247
uk,basic,kb0069,t7640d388b1ddda7e,MISMATCH,0.6079,0.0506
uk,basket,kb0070,t50a519c312d3d6fa,same,0.9906,
uk,basketball,wy-g1u4e0054,t7735a4f9987f23c8,same,1.0,
uk,bat,g7u5e0387,t6ec2239fc4723398,same,0.9919,
uk,bath,kb0071,tdec72a15f3545e08,same,0.9977,
uk,bathroom,g3u12e4074,tce444b51a6e375b6,same,1.0,
uk,battle,ra-g9u34e2260,t30773b40af94e8f9,same,1.0,
uk,battlefield,ra-g9u34e2261,t38646897bcca2db9,same,1.0,
uk,bay,g11u3e7140,t42fb1f0fb6a21436,same,1.0,
uk,be,g3u13e4091,tab5e695f912c9728,same,1.0,
uk,be able to,g8u7e4538,tff415aa532fd0f13,same,1.0,
uk,be about to,n00097,tb6203ca47159e69e,MISMATCH,0.0927,0.0879
uk,be afraid of,g9u4e0618,t0489471d53731892,MISMATCH,0.0355,0.1127
uk,be back,g3u9e4025,t82d5bb8b65c863d5,same,1.0,
uk,be born,g5u12e4186,tde616ef703a86e5c,MISMATCH,0.0709,0.0787
uk,be born with,g9u13e4712,t588243e325bbbdc0,MISMATCH,0.0171,0.1103
uk,be careful,wy-g4u6e0770,t34758d0304ee6f7f,same,1.0,
uk,be careful with,n00098,t5d88329e55013bbb,MISMATCH,0.0792,0.1028
uk,be careful!,n00099,td31bf6be68edf421,MISMATCH,0.1575,0.2485
uk,"be careful, jack. don't touch hot things.",n00100,t4b0e4ec3ef255ffc,same,1.0,
uk,be connected with / to,n00101,ta78dc4c399c7abe1,same,1.0,
uk,be deaf to sth,wy-g7u10e0486,t22191cf03a920d90,same,0.9955,
uk,be drawn to,wy-g8u4e1932,t5bdaacdceba4a7bf,same,1.0,
uk,be flooded with,wy-g9u1e2326,t67087009bd5982db,same,1.0,
uk,be friends with sb.,n00102,tc714e58a88f7ed60,MISMATCH,0.1294,0.0588
uk,be glued to sth,wy-g8u5e1986,ta0b9fb56c98e7152,same,1.0,
uk,be good at,g3u11e4065,t829ceff260f8f371,same,1.0,
uk,be hard on,n00104,te62845e9cf1d41a5,MISMATCH,0.2851,0.0859
uk,be hard on sb.,n00105,tbe97096a9d93051f,MISMATCH,0.1019,0.1265
uk,be harmful to,n00106,t707c766a2cc4c247,MISMATCH,0.1921,0.0875
uk,be home to sb / sth,n00107,te84b16cef5bd0e64,same,1.0,
uk,be interested in,n00108,td8c0b66d6ff4c657,MISMATCH,0.0208,0.0403
uk,be known as,n00109,t58cd71b824d47387,MISMATCH,0.1285,0.0683
uk,be known for,n00110,t0d36e94308ad2802,same,1.0,
uk,be late for school,wy-g5u4e0964,t048ea890831a5a95,same,1.0,
uk,be proud of,ra-g9u12e0804,te80fac8ff268aa74,same,0.9984,
uk,be responsible for,n00111,t068b1a87af8e3a0b,MISMATCH,0.1355,0.069
uk,be similar to,n00112,tf97c7f881a95c2cf,MISMATCH,0.0409,0.0491
uk,be thankful to sb.,n00113,t689be06287ba8b9d,MISMATCH,0.0898,0.0679
uk,be thirsty for,n00114,t3dae9c5a60bb5bd7,MISMATCH,0.091,0.1402
uk,be tired of,n00115,t1b91afcf39af7ff1,MISMATCH,0.067,0.0627
uk,be used to,n00116,ta1f0fdcd40577e07,same,1.0,
uk,be yourself,n00117,t3012ccd7dde95854,MISMATCH,0.0939,0.0448
uk,beach,g6u9e0321,t0f8ea5d964ccde85,same,0.907,
uk,beach volleyball,n00118,tbddb8dec5b900ae5,MISMATCH,0.1295,0.0939
uk,beak,ra-g8u24e1806,tc4671305fda9f2f1,same,1.0,
uk,bean,kb0073,tf1f4371d341e4561,same,1.0,
uk,bear,ox-g1u10e0071,t85314a7c6f29fb23,same,1.0,
uk,beat,wy-g8u3e0747,t718edd2492fdabc0,MISMATCH,0.4179,0.0394
uk,beautiful,g3u10e4037,tf7ce6c3f756c838e,same,1.0,
uk,beauty,ra-g8u24e0640,td8b6114012bfea3c,same,0.9286,
uk,beaver,wy-g7u6e1457,t6c8edc3275cc2298,same,1.0,
uk,because,kb0074,t6a7c95922f6e1cf5,MISMATCH,0.1518,0.0969
uk,because i like summer vacation!,n00119,tc0596123e04f1449,same,1.0,
uk,because of,g9u8e0658,tce3210559a31423e,MISMATCH,0.1054,0.0754
uk,become,kb0075,t10063f0e99ea547e,same,0.9624,
uk,bed,wy-g1u10e0119,t2bf3d3595de3e285,same,1.0,
