accent,text,old_id,new_id,status,corr,recheck
us,afraid,g6u6e0294,tab9dda23375ae352,same,0.9992,
us,africa,n00016,t77d87db9e5b123d2,MISMATCH,0.1043,0.0649
us,african,n00017,t0dca9d32ca0cd186,MISMATCH,0.1098,0.0895
us,after,kb0023,t24042d77010047f3,same,0.9842,
us,after all,n00018,t50972b0fac2731c2,MISMATCH,0.1073,0.078
us,after you!,n00019,tccca404b31e7742e,same,1.0,
us,afternoon,g3u2e3921,td5fa5028f8c25d5a,same,1.0,
us,afternoon tea,wy-g3u10e0514,t35ba9856fbf32b54,MISMATCH,0.4315,0.0437
us,afterschool,g3u9e4015,tafaae536842cc300,same,1.0,
us,aftershock,ra-g8u21e1639,tdb607fb8d0ca4daf,same,1.0,
us,again,g3u13e4085,t8e448ecbd62781c3,same,1.0,
us,against,kb0025,t53d0b4241161fa8b,same,0.9958,
us,against the law,wy-g7u4e0171,t8180081d193d7b32,MISMATCH,0.212,0.0847
us,age,g3u1e3904,tdbe7195fbcf8af7e,same,1.0,
us,aging,ra-g9u2e0668,ra-g9u2e0668,same,1.0,
us,ago,g6u10e0331,tade2145ceac74915,same,0.9938,
us,agree,kb0026,t01158c53d3b8976b,same,0.9945,
us,agree with,n00020,tc264d6192a89d428,MISMATCH,0.2361,0.0679
us,agreement,n00021,t65a92bfb7d22dafe,MISMATCH,0.2607,0.0727
us,agricultural,ra-g9u30e2061,t23225392ee2ccd67,same,1.0,
us,ah,n00022,tba0da74b41647ca2,MISMATCH,0.1062,0.067
us,aha,wy-g5u11e1091,t34b446d5d40e4b73,same,1.0,
us,ahead,kb0027,t252931e4d9cb1a4f,same,0.9978,
us,ahead of,n00023,t213ab4bb221991c4,MISMATCH,0.0773,0.1353
us,ai,kb0028,t5f3f897c76800a23,same,0.929,
us,aid,kb0029,tebb6537ce864d5bb,same,0.994,
us,aim,ox-g9u12e0954,tb46b8500aa48ad19,MISMATCH,0.0829,0.1028
us,air,g3u13e4086,t4485b705aa997013,same,1.0,
us,air conditioner,n00024,t4d5387dd49058f62,MISMATCH,0.0996,0.0768
us,airline,ox-g8u12e0832,t52ff9ebf67edc253,MISMATCH,0.1055,0.1357
us,airplane,ra-g9u27e1935,t6a0e82e07db57d5d,same,1.0,
us,airport,ox-g5u2e0411,tdfb679aa02ab5976,same,0.9909,
us,alarm,kb0030,t7043271417b9d38d,same,0.9998,
us,alarm clock,n00025,t1048263d5914ddb1,MISMATCH,0.1566,0.1018
us,album,wy-g9u9e0928,t73350440eea2eb52,same,0.9918,
us,alexander garden,n00026,t3b7c9b800bfb667c,MISMATCH,0.0973,0.0627
us,alice,n00027,t4deaec0cce54da89,MISMATCH,0.0433,0.0837
us,alice's adventures in wonderland,n00028,t941f5046f4063255,MISMATCH,0.1177,0.1073
us,alien,n00029,t136cce50541be72e,MISMATCH,0.1659,0.1564
us,alike,n00030,t1e17dad79164f184,MISMATCH,0.0523,0.0873
us,alive,n00031,t78bc8eb49297edbe,MISMATCH,0.1026,0.125
us,all,kb0031,t4719f2ee485b365b,same,0.9994,
us,all around,wy-g3u4e0334,td6f44312728d8259,MISMATCH,0.1508,0.0982
us,all of a sudden,n00032,t3981b0dc9578b0d0,MISMATCH,0.1342,0.0607
us,all over,n00033,t7896e4f30a96277f,MISMATCH,0.1578,0.0938
us,all over the world,ra-g9u13e0818,ra-g9u13e0818,same,1.0,
us,all right,g7u4e5323,tb35a9ff3ce403407,MISMATCH,0.146,0.0986
us,all smiles,n00034,t2a16ee82855b1fff,MISMATCH,0.0644,0.0555
us,all these problems are very serious.,ra-g9u5e0712,ra-g9u5e0712,same,1.0,
us,all work and no play makes jack a dull boy.,n00035,tf8d07dc2f4ffe7b6,same,1.0,
us,all year round,wy-g4u4e0723,t5e420e78ce4f3bcb,MISMATCH,0.1242,0.0975
us,all's well that ends well.,n00036,t56ddc85aa8b39f47,MISMATCH,0.1284,0.0721
us,allen,n00037,t3fc8f6fbc81a68ec,MISMATCH,0.0853,0.0713
us,allergic,n00038,te82e6291de0b8201,MISMATCH,0.1435,0.1392
us,allow,g9u7e0642,tee784cdaf3992ce0,same,0.9986,
us,almost,kb0032,td6001158a61a2bfd,same,0.946,
us,alone,wy-g9u4e0871,t0be9b284d92f7203,same,0.9985,
us,along,kb0033,tb12cbe5975722242,same,0.9993,
us,along with,n00039,t69ff62b22a5ef87c,MISMATCH,0.1379,0.1064
us,along with sb / sth,n00040,tb699878c7562031e,same,0.9984,
us,aloud,kb0034,t1858d98bc1dd8b22,same,0.9936,
us,already,kb0035,t9e6c52fbb8a08df3,same,0.9993,
us,also,kb0036,tda13024d69bd7a20,MISMATCH,0.099,0.0792
us,although,kb0037,tececdebdc07d54c7,same,0.9996,
us,always,kb0038,t7e119961d1e64a1c,same,0.9513,
us,am,wy-g1u1e0005,t4e009b6edfa49c0a,same,1.0,
us,am i supposed to wear jeans?,n00042,tcab289fd2484e834,same,1.0,
us,amaze,wy-g9u1e2324,t8590a1c24bf4fcea,same,1.0,
us,amazed,ra-g8u22e1706,t527d3cd4e54fb84f,same,1.0,
us,amazing,ox-g7u6e0659,tb69b5e039f6a4271,same,0.9908,
us,amber,wy-g8u11e2246,t4d3726efe1a84385,same,1.0,
us,ambition,ox-g7u5e0649,t94dce437dce46b25,same,0.9966,
us,ambulance,ox-g7u10e0695,ox-g7u10e0695,same,1.0,
us,america,wy-g6u3e0528,t865237b14baf030f,same,0.9991,
us,american,n00043,tc4dc9daa7808ffce,MISMATCH,0.2793,0.1999
us,among,kb0039,td704c4d200a9d2bf,MISMATCH,-0.5697,0.0998
us,amount,ra-g8u20e1590,t4d7dd47091a33e83,same,1.0,
us,amusement,ra-g9u25e1845,tf949d6b1bce926c5,same,1.0,
us,an,kb0040,t3ee35cc7a52a8ae2,MISMATCH,0.0576,0.0938
us,ancestor,ox-g9u9e0923,t9c1a66e98489ead2,MISMATCH,0.0489,0.1276
us,ancient,ox-g9u9e0930,tc6e213fd0b20a12a,same,0.9978,
us,and,wy-g1u6e0074,t2f5d587a55864323,same,1.0,
us,and enjoy mooncakes.,n00044,t3cf0cb1e87c7d5e5,same,0.9992,
us,and we have to finish our project by monday.,n00045,t7d56834b23ef9780,same,0.9997,
us,angel,n00046,t001c98a9385133d2,MISMATCH,0.3945,0.2306
us,anger,n00047,ta5d0bc7a2cb42a26,MISMATCH,0.3392,0.1731
us,angry,g6u6e0293,tf5a5b0da04596286,same,0.9996,
us,animal,g3u13e4087,t5a7d578b3debc00c,same,1.0,
us,animation,g16u5e6243,tf3eb51a4a309fc83,MISMATCH,0.1345,0.0906
us,anna,n00048,td04474cc4b844a8c,MISMATCH,0.0152,0.1368
us,anne,n00049,t5910a4102293bda2,MISMATCH,0.0682,0.1098
us,announce,n00050,t1c00887e2899f7ef,MISMATCH,0.1214,0.1568
us,another,kb0041,t7f0ccfdaf44f4079,same,0.9969,
us,answer,kb0042,tc32a7b38f9515682,same,0.9955,
us,ant,kb0043,t76b7fd5c41281d8a,same,0.9979,
us,antarctica,n00051,t762f7fb2738095c6,MISMATCH,0.0793,0.0879
us,anxious,ox-g9u3e0863,ox-g9u3e0863,same,1.0,
us,any,kb0044,t9eab7e136447f8df,same,0.9956,
us,anybody,g9u8e0656,t2d19d3d0fc9a9bda,MISMATCH,0.2783,0.13
us,anymore,ra-g8u16e1300,t18e897e8d3fbd6f3,same,1.0,
us,anyone,g8u1e0467,t3a9b823151fd41da,MISMATCH,0.1228,0.1345
us,anything,g8u1e0466,t0061511f4d1f05f4,same,0.9919,
us,anytime,ra-g8u14e1122,td2773544ca739842,same,1.0,
us,anyway,kb0045,tf831f4340e75903d,same,0.9997,
us,anywhere,kb0046,tfc974780f9da24b1,same,0.9955,
us,apartment,ox-g6u1e0510,t24042ecedbaff961,same,0.9992,
us,apologize,n00052,tb883328f1ac569d3,MISMATCH,0.0323,0.0825
us,apology,ox-g9u8e0917,ox-g9u8e0917,same,1.0,
us,app,kb0047,tcf78df9a35bd0126,same,0.9757,
us,appear,kb0048,t04cd3ae9b7c61a61,same,0.9946,
us,appearance,n00053,t2f768ff6d144f905,MISMATCH,0.0633,0.0727
us,apple,ox-g1u8e0055,t960eb5a047f5aedf,same,1.0,
us,appointment,ra-g9u29e2033,t921fccb5b9ba4367,same,1.0,
us,appreciate,ox-g9u8e0919,ox-g9u8e0919,same,1.0,
us,april,g3u6e3978,t7d3a06078d183298,same,1.0,
us,arab,ra-g9u32e2194,t9584a8d98ad56ea8,MISMATCH,0.0568,0.1524
us,arabic,ra-g9u28e1979,tf6d57fb2f2257aa8,same,1.0,
us,archaeologist,wy-g9u3e2398,t867a10c14ee1dbb4,same,1.0,
us,are,wy-g1u9e0102,tc383a9a8a5b52f5e,same,1.0,
us,are there any aliens?,n00054,t4981a3feb16409e8,same,1.0,
us,are there any famous mountains in the nature park?,n00055,t2888c4679e90c681,same,1.0,
us,are these all ours?,n00056,t3127737b6cb7593f,same,1.0,
us,are these yours?,g4u11e0110,g4u11e0110,same,1.0,
us,are you all right?,n00057,t802004f653407a15,MISMATCH,0.0491,0.1059
us,are your shirts made of cotton?,n00058,t30949509446acbcb,same,0.9985,
us,area,wy-g8u2e0740,t850230d76719ce67,MISMATCH,0.1192,0.1449
us,argentina,n00059,t2f192810bfa0b0f8,MISMATCH,0.0691,0.0819
us,argue,wy-g9u4e0874,tc5e38620635d74d1,same,0.9993,
us,argue with sb,n00060,tc661f06b94f43fcc,MISMATCH,0.0941,0.0378
us,argument,ra-g9u38e2381,t6b63ba30826d9ae9,same,1.0,
us,arm,g3u2e3909,t00a688dbb65035a8,same,1.0,
us,army,kb0049,t3cb5647919db7806,same,0.9989,
us,around,kb0050,t374b6073088e21ca,same,0.999,
us,around the world in eighty days,n00061,t3206e6a49030d250,MISMATCH,0.0733,0.0489
us,arrest,ox-g8u3e0750,ox-g8u3e0750,same,1.0,
us,arrival,ox-g8u12e0837,t8f23ba65992e946e,same,0.9929,
us,arrive,kb0051,t57cfc508d6a3a135,same,0.9982,
us,art,g3u7e3997,tb97d1af957de28e2,same,1.0,
us,art gallery,g6u8e4317,t6e1f0d0cc295e131,same,1.0,
us,art room,g4u7e0068,tc4dd420f6cf517ba,same,0.9977,
us,art show,g5u10e0218,g5u10e0218,same,1.0,
us,article,g8u6e0516,t03345bf399dc498f,same,0.998,
us,artist,g8u6e0513,t2ad756ab905615f5,same,0.9923,
us,artwork,n00062,t0ee70b0e8a007072,MISMATCH,0.0975,0.0888
us,as,kb0052,t983c48dca5e42ebb,same,0.9954,
us,as ... as ...,n00063,t806acae1d66aafa8,MISMATCH,0.0808,0.1042
us,as a result,ra-g9u5e0711,tc2610e3b38b5bcf8,MISMATCH,0.8735,0.0522
us,as dead as a dodo,wy-g7u6e0283,t7cc4cee26ee2065b,MISMATCH,0.0657,0.1002
us,as happy as a clam,wy-g7u6e0298,t369f7f399188d7c2,MISMATCH,0.0933,0.0906
us,"as i was waiting in line with the other office workers, i heard a loud sound.",n00064,t396141960ae6acfe,same,0.9995,
us,as is known to all,ra-g9u35e2296,tf93bfc0980309d51,same,1.0,
us,as long as,n00065,tdeb171ed294a4047,MISMATCH,0.09,0.0856
us,as soon as,n00066,t893cdee3e74b8a66,MISMATCH,0.072,0.0826
us,as well,n00067,t40494a4e1fba730c,MISMATCH,0.1613,0.1117
us,ash,wy-g8u6e2072,ta022a22c1a1a6a37,same,1.0,
us,ashamed,wy-g8u3e1882,t2eb43fdb312d8362,same,1.0,
us,asian,n00068,t0bb90330d88eb31c,MISMATCH,0.0748,0.0676
us,asimov,n00069,tbd73b36c5dda6a42,MISMATCH,0.0762,0.0858
us,ask,kb0053,t74de030776885fae,same,0.9915,
us,asleep,kb0054,t9439ba6fffb8b341,MISMATCH,-0.1383,0.0882
us,assistant,g11u4e7172,t86f406172abe09d7,MISMATCH,0.0228,0.0885
us,asteroid,ra-g8u18e1403,tc46f477ecbb830c9,same,1.0,
us,astronaut,ox-g8u6e0772,t5970d84cc67f9bed,MISMATCH,0.1056,0.1271
us,at,g3u13e4088,tb10a7e0aefeb48db,same,1.0,
us,at all costs,n00070,t66347cb6fab9be71,MISMATCH,0.1192,0.0734
us,at first,n00071,te52989122d5ddded,MISMATCH,0.118,0.0735
us,at home,n00072,tb569691c2bcef680,MISMATCH,0.0872,0.077
us,at last,ra-g7u21e0277,ra-g7u21e0277,same,1.0,
us,at least,g8u2e0478,tefa1f9af3c1e4a9a,MISMATCH,0.8353,0.0578
us,at night,n00073,te6a6911c91293cb0,MISMATCH,0.0665,0.1119
us,"at night, we can see the moon and the stars.",n00074,t72ede8c5d221d67c,same,1.0,
us,at present,ra-g9u36e2338,t2d12c0f5f7e30a62,same,1.0,
us,at school,n00075,t8a0eb026f1fbabda,MISMATCH,0.0891,0.0828
us,at the back,g7u2e4408,te192b6f2d9773ea6,same,1.0,
us,at the back (of),n00076,t80504bce03b0a413,same,0.9994,
us,at the end,n00077,t3f2c69c5e2409a74,MISMATCH,0.0657,0.074
us,at the moment,n00078,te56989386c1f314b,MISMATCH,0.1098,0.1047
us,at the same time,n00079,t42f38aa23b8f8e36,MISMATCH,0.0729,0.0518
us,at the start,n00080,tcee95444795bdb86,MISMATCH,0.1611,0.0604
us,at the top,n00081,t517b9d526fbc3588,MISMATCH,0.1405,0.0593
us,at the top of,n00082,t3ab6ec576ddcfede,MISMATCH,0.1056,0.0441
us,at this time,ra-g8u9e0441,ra-g8u9e0441,same,1.0,
us,at weekends,n00083,te0a1975b38c95e55,MISMATCH,0.1433,0.0676
us,ate,n00084,tc9bb60ce9691b76a,MISMATCH,0.0955,0.0956
us,athlete,ox-g6u7e0566,ta551fa9305a4d301,same,0.9853,
us,attack,kb0056,t112f0a08a04f6a1a,same,0.9764,
us,attend,g9u8e0654,ta1584bde6daacb70,same,0.9986,
us,attention,kb0057,t95189426c5133f9c,same,0.9966,
us,attitude,ox-g8u8e0797,t130dd9ad11a31cf6,same,0.9962,
us,attract,ox-g7u12e0713,t664a5e4e17d9b26a,same,0.9704,
us,attraction,ra-g9u31e2130,t6099a6e93baa14a2,same,1.0,
us,attractive,ox-g7u3e0628,ox-g7u3e0628,same,1.0,
us,au revoir,n00085,t3c012e60d638acd8,MISMATCH,0.1343,0.0955
us,audience,ra-g8u24e0634,t3236d890024acb5a,same,0.9968,
us,august,g3u6e3982,tddb5c6f133be8ddb,MISMATCH,0.1544,0.122
us,auld lang syne,n00087,te851856265a58adc,MISMATCH,0.1881,0.0573
us,aunt,g3u10e4034,t6bbea3a373daf65d,same,1.0,
us,australia,wy-g9u8e0911,td25806f686d2df39,same,0.9095,
us,australian,n00088,t1f86e9012090d0f1,MISMATCH,0.0481,0.0941
us,author,g9u8e0652,t6bd392b67707e55d,same,0.9938,
us,autopilot,wy-g8u7e2138,tcf78c501d9a5de77,same,1.0,
us,autumn,ox-g2u7e0110,tf9e7c5df4dbbda8b,same,1.0,
us,available,g8u9e0544,g8u9e0544,same,1.0,
us,average,ox-g8u4e0758,t309fd44bd4b6b4b7,same,0.9961,
us,avoid,kb0058,t03d3608ee251d523,same,0.9817,
us,awake,kb0059,t1f894f419be7bcf5,same,0.9934,
us,award,kb0060,t56809b51f43b6661,same,1.0,
us,aware,kb0061,t6d1c9f6ad4291bc3,same,0.999,
us,awareness,ra-g9u25e1865,te67f8e60401c50be,same,1.0,
us,away,kb0062,tde4205f5e4b14773,same,0.9991,
us,awful,kb0063,t8390ffcdc0ff6323,MISMATCH,0.0317,0.0474
us,b.c.,ra-g9u32e2144,t7d122ee8b37a42d2,MISMATCH,0.0946,0.1254
us,baby,wy-g2u5e0179,tacc6aa20744bf478,same,1.0,
us,back,g3u13e4089,t55e581b44d1568a2,same,1.0,
us,backache,n00089,t4f6b93af1bcc9c07,MISMATCH,0.1285,0.1092
us,background,kb0065,t65c0f1c35426c8cd,same,1.0,
us,backpack,g9u12e0692,tfeef618023f30bb7,same,0.9969,
us,backwards,ra-g9u33e2237,t193c13e663d7dab5,same,1.0,
us,bacon,g12u4e7240,tc61e5869af541df4,MISMATCH,0.1701,0.0791
us,bad,g3u2e3916,ta7e04811f6f31c53,same,1.0,
us,badal,n00090,t27a8eb4593f126dd,same,1.0,
us,badly,n00091,tf418da99d7c79b29,MISMATCH,0.125,0.1452
us,badminton,g6u10e0334,t3bcd67a447c26da3,same,0.9987,
us,bag,g3u13e4090,t1fe7d6fdc60bd837,same,1.0,
us,bake,ra-g8u20e0578,t6fea997f620d8b5e,same,0.994,
us,baker,n00092,tcb0b6dd78465b104,MISMATCH,0.2522,0.0648
us,balance,ox-g8u2e0731,tcf268225c5a63548,same,0.9943,
us,balanced,ox-g6u2e0512,taa915a1658ba4b1d,same,1.0,
us,balcony,ox-g7u2e0613,td3cfc4a16a04e862,MISMATCH,0.0822,0.1028
us,ball,ox-g2u4e0091,t4ed02490d1a2c2c4,same,1.0,
us,ballet,ra-g7u20e0265,tff31130518093684,same,0.9992,
us,balloon,wy-g1u10e0120,t9756c9732d6680b5,same,1.0,
us,bamboo,wy-g6u3e0522,t7c2bed380aa85ce3,same,0.9998,
us,banana,ox-g1u8e0059,t606b5f37a909e73b,same,1.0,
us,band,kb0068,t9660ea725fd15b2e,same,0.9946,
us,bank,ox-g3u3e0224,t2865e77312c163a1,same,0.999,
us,banker,n00093,t5f575993110f91ca,MISMATCH,0.1085,0.2201
us,banking,ra-g8u22e1677,t53f175a88c41c297,same,1.0,
us,bar,wy-g5u1e0913,t5602a89595755b9e,same,1.0,
us,barbecue,g11u3e7139,tf9576328cd85028d,same,1.0,
us,barber,wy-g7u7e1520,tf640100f863e946a,same,1.0,
us,bargain,ox-g9u6e0899,ox-g9u6e0899,same,1.0,
us,bark,n00094,t6b2237be97554565,MISMATCH,0.1103,0.1046
us,base,n00095,tec28e577c89bb42d,MISMATCH,-0.0458,0.0814
us,base camp,wy-g8u8e2196,tc0a149a51ad932eb,MISMATCH,0.1782,0.0635
us,base sth on sth,n00096,t569d678cf71f9046,MISMATCH,0.1147,0.0501
us,baseball,g7u5e0385,tb67154787f73c24d,MISMATCH,0.0609,0.0721
us,basic,kb0069,t7640d388b1ddda7e,same,0.9937,
us,basket,kb0070,t50a519c312d3d6fa,same,0.9927,
us,basketball,wy-g1u4e0054,t7735a4f9987f23c8,same,1.0,
us,bat,g7u5e0387,t6ec2239fc4723398,same,0.9668,
us,bath,kb0071,tdec72a15f3545e08,same,0.9987,
us,bathroom,g3u12e4074,tce444b51a6e375b6,same,1.0,
us,battery,ra-g9u6e0722,ra-g9u6e0722,same,1.0,
us,battle,ra-g9u34e2260,t30773b40af94e8f9,same,1.0,
us,battlefield,ra-g9u34e2261,t38646897bcca2db9,same,1.0,
us,bay,g11u3e7140,t42fb1f0fb6a21436,same,1.0,
us,be,g3u13e4091,tab5e695f912c9728,same,1.0,
us,be able to,g8u7e4538,tff415aa532fd0f13,same,1.0,
us,be about to,n00097,tb6203ca47159e69e,MISMATCH,0.1642,0.1592
us,be afraid of,g9u4e0618,t0489471d53731892,same,0.9935,
us,be allowed to,g9u7e0647,g9u7e0647,same,1.0,
us,be back,g3u9e4025,t82d5bb8b65c863d5,same,1.0,
us,be based on,ra-g9u17e0870,ra-g9u17e0870,same,1.0,
us,be born,g5u12e4186,tde616ef703a86e5c,same,1.0,
us,be born with,g9u13e4712,t588243e325bbbdc0,same,1.0,
us,be careful,wy-g4u6e0770,t34758d0304ee6f7f,MISMATCH,0.1596,0.0992
us,be careful with,n00098,t5d88329e55013bbb,MISMATCH,0.153,0.1123
us,be careful!,n00099,td31bf6be68edf421,MISMATCH,0.1106,0.1103
us,"be careful, jack. don't touch hot things.",n00100,t4b0e4ec3ef255ffc,same,1.0,
us,be connected with / to,n00101,ta78dc4c399c7abe1,same,1.0,
us,be deaf to sth,wy-g7u10e0486,t22191cf03a920d90,same,0.9968,
us,be drawn to,wy-g8u4e0749,t5bdaacdceba4a7bf,MISMATCH,0.1185,0.0848
us,be excited about,ra-g9u11e0792,ra-g9u11e0792,same,1.0,
us,be famous for,g9u5e0628,g9u5e0628,same,1.0,
us,be flooded with,wy-g9u1e2326,t67087009bd5982db,MISMATCH,0.1096,0.0833
us,be friends with sb.,n00102,tc714e58a88f7ed60,MISMATCH,0.0906,0.1327
us,be from,ra-g7u2e0023,ra-g7u2e0023,same,1.0,
us,be glued to sth,wy-g8u5e0803,ta0b9fb56c98e7152,same,0.996,
us,be going to,ra-g8u1e0333,ra-g8u1e0333,same,1.0,
us,be good at,g3u11e4065,t829ceff260f8f371,same,1.0,
us,be hard on,n00104,te62845e9cf1d41a5,MISMATCH,0.0541,0.066
us,be hard on sb.,n00105,tbe97096a9d93051f,MISMATCH,0.2653,0.1063
us,be harmful to,n00106,t707c766a2cc4c247,MISMATCH,0.118,0.0956
us,be home to sb / sth,n00107,te84b16cef5bd0e64,same,0.9998,
us,be interested in,n00108,td8c0b66d6ff4c657,MISMATCH,0.157,0.0722
us,be known as,n00109,t58cd71b824d47387,MISMATCH,0.0722,0.0527
us,be known for,n00110,t0d36e94308ad2802,MISMATCH,0.1402,0.0862
us,be late for school,wy-g5u4e0964,t048ea890831a5a95,MISMATCH,0.1531,0.0538
us,be made of,g9u5e0627,g9u5e0627,same,1.0,
us,be proud of,ra-g9u12e0804,te80fac8ff268aa74,same,0.995,
us,be responsible for,n00111,t068b1a87af8e3a0b,MISMATCH,0.1177,0.0482
us,be similar to,n00112,tf97c7f881a95c2cf,MISMATCH,0.1638,0.047
us,be supposed to,g9u10e0678,g9u10e0678,same,1.0,
us,be thankful to sb.,n00113,t689be06287ba8b9d,MISMATCH,0.0705,0.1533
us,be thirsty for,n00114,t3dae9c5a60bb5bd7,MISMATCH,0.069,0.0767
